Unnamed: 0,system:index,elevation,surface_runoff_sum,temperature_2m,total_precipitation_sum,volumetric_soil_water_layer_1,.geo,longitude,latitude,geometry,index_right,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm2_ref_n,sendist_en,sendistpco,center_lat,center_lon,distance,state_name,lga,region_type,flood_influence,historical_flood_lga,high_risk_state,hybrid_score,flood_label
4723,4723,442,0.0003062778040732,299.6935066177877,0.0026083069300187,0.29284111085628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.524638997335057,7.950090264457765]}",5.524638997335057,7.950090264457765,POINT (5.524638997335057 7.950090264457765),328,Ikole,,,,NG013011,Ekiti,,,,NG013,Nigeria,,,,NG,2019-04-17,,1070.20726031,v01,en,,,,Ikole,Ekiti North,NG01303,7.88315323,5.51564869,0.0,Ekiti,Ikole,Urban Flooding,Runoff Flooding,0,0,0,0
4724,4724,422,0.0003585026164622,299.7864424071314,0.0026736973841963,0.2904894826039683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.614470525747009,7.950090264457765]}",5.614470525747009,7.950090264457765,POINT (5.614470525747009 7.950090264457765),754,Yagba East,,,,NG023020,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1472.71809712,v01,en,,,,Yagba East,Kogi West,NG02303,8.13593536,5.71920528,0.0,Kogi,Yagba East,River Basin Flooding,Niger-Benue Confluence,0,1,5,1
4725,4725,401,0.0002595558082442,299.8681767735148,0.0027688736069386,0.2753701046796115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.704302054158961,7.950090264457765]}",5.704302054158961,7.950090264457765,POINT (5.704302054158961 7.950090264457765),754,Yagba East,,,,NG023020,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1472.71809712,v01,en,,,,Yagba East,Kogi West,NG02303,8.13593536,5.71920528,0.0,Kogi,Yagba East,River Basin Flooding,Niger-Benue Confluence,0,1,4,1
4726,4726,431,0.0002848282048333,299.9184746822782,0.0029890697117609,0.2724324564003028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.794133582570914,7.950090264457765]}",5.794133582570914,7.950090264457765,POINT (5.794133582570913 7.950090264457765),754,Yagba East,,,,NG023020,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1472.71809712,v01,en,,,,Yagba East,Kogi West,NG02303,8.13593536,5.71920528,0.0,Kogi,Yagba East,River Basin Flooding,Niger-Benue Confluence,0,1,6,1
4727,4727,362,0.0003694907742132,299.80401035496385,0.0031958512587521,0.2903460460983778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.8839651109828655,7.950090264457765]}",5.8839651109828655,7.950090264457765,POINT (5.883965110982865 7.950090264457765),319,Ijumu,,,,NG023009,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1282.45624253,v01,en,,,,Ijumu,Kogi West,NG02303,7.83755053,5.89404243,0.0,Kogi,Ijumu,River Basin Flooding,Niger-Benue Confluence,0,1,6,1
4728,4728,444,0.0003567497713116,299.6228083139426,0.0032887366779003,0.2894618671161296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.973796639394818,7.950090264457765]}",5.973796639394818,7.950090264457765,POINT (5.973796639394817 7.950090264457765),319,Ijumu,,,,NG023009,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1282.45624253,v01,en,,,,Ijumu,Kogi West,NG02303,7.83755053,5.89404243,0.0,Kogi,Ijumu,River Basin Flooding,Niger-Benue Confluence,0,1,6,1
4729,4729,539,0.0003970563241685,299.58902575888783,0.0033585604485681,0.2754500177413318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.06362816780677,7.950090264457765]}",6.06362816780677,7.950090264457765,POINT (6.06362816780677 7.950090264457765),392,Kabba/Bunu,,,,NG023010,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,2693.15033342,v01,en,,,,Kabba/Bunu,Kogi West,NG02303,8.07187708,6.14114865,0.0,Kogi,Kabba/Bunu,River Basin Flooding,Niger-Benue Confluence,0,1,6,1
4730,4730,497,0.0005666817815159,299.78168060637023,0.0032948801695798,0.2883570131493111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.1534596962187225,7.950090264457765]}",6.1534596962187225,7.950090264457765,POINT (6.153459696218722 7.950090264457765),392,Kabba/Bunu,,,,NG023010,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,2693.15033342,v01,en,,,,Kabba/Bunu,Kogi West,NG02303,8.07187708,6.14114865,0.0,Kogi,Kabba/Bunu,River Basin Flooding,Niger-Benue Confluence,0,1,6,1
4731,4731,382,0.0005666817815159,299.78168060637023,0.0032948801695798,0.2883570131493111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.243291224630674,7.950090264457765]}",6.243291224630674,7.950090264457765,POINT (6.243291224630674 7.950090264457765),392,Kabba/Bunu,,,,NG023010,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,2693.15033342,v01,en,,,,Kabba/Bunu,Kogi West,NG02303,8.07187708,6.14114865,0.0,Kogi,Kabba/Bunu,River Basin Flooding,Niger-Benue Confluence,0,1,6,1
4732,4732,360,0.0003379166622729,300.38164465942066,0.0029774076930319,0.354481932563033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.333122753042626,7.950090264457765]}",6.333122753042626,7.950090264457765,POINT (6.333122753042626 7.950090264457765),470,Lokoja,,,,NG023012,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,3201.49417727,v01,en,,,,Lokoja,Kogi West,NG02303,8.23918014,6.55406309,0.0,Kogi,Lokoja,River Basin Flooding,Niger-Benue Confluence,1,1,9,2
4733,4733,302,0.0002589263583034,301.1917446304197,0.0026034272349967,0.3220430365730303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.422954281454579,7.950090264457765]}",6.422954281454579,7.950090264457765,POINT (6.422954281454578 7.950090264457765),470,Lokoja,,,,NG023012,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,3201.49417727,v01,en,,,,Lokoja,Kogi West,NG02303,8.23918014,6.55406309,0.0,Kogi,Lokoja,River Basin Flooding,Niger-Benue Confluence,1,1,6,1
4734,4734,259,0.0002474793148388,301.48068114152505,0.002306275195165,0.2551036671055661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.51278580986653,7.950090264457765]}",6.51278580986653,7.950090264457765,POINT (6.51278580986653 7.950090264457765),470,Lokoja,,,,NG023012,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,3201.49417727,v01,en,,,,Lokoja,Kogi West,NG02303,8.23918014,6.55406309,0.0,Kogi,Lokoja,River Basin Flooding,Niger-Benue Confluence,1,1,5,1
4735,4735,362,0.000142755269977,301.3976908233566,0.0021409691396573,0.326645683846879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.602617338278483,7.950090264457765]}",6.602617338278483,7.950090264457765,POINT (6.602617338278482 7.950090264457765),470,Lokoja,,,,NG023012,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,3201.49417727,v01,en,,,,Lokoja,Kogi West,NG02303,8.23918014,6.55406309,0.0,Kogi,Lokoja,River Basin Flooding,Niger-Benue Confluence,1,1,5,1
4736,4736,272,0.0001362756554365,301.6642664600755,0.0019973421245461,0.3306755003239228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.692448866690435,7.950090264457765]}",6.692448866690435,7.950090264457765,POINT (6.692448866690435 7.950090264457765),470,Lokoja,,,,NG023012,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,3201.49417727,v01,en,,,,Lokoja,Kogi West,NG02303,8.23918014,6.55406309,0.0,Kogi,Lokoja,River Basin Flooding,Niger-Benue Confluence,1,1,6,1
4737,4737,77,8.47087554983873e-05,302.1390111839934,0.0019932106398833,0.1813222051446663,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.782280395102387,7.950090264457765]}",6.782280395102387,7.950090264457765,POINT (6.7822803951023864 7.950090264457765),470,Lokoja,,,,NG023012,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,3201.49417727,v01,en,,,,Lokoja,Kogi West,NG02303,8.23918014,6.55406309,0.0,Kogi,Lokoja,River Basin Flooding,Niger-Benue Confluence,1,1,5,1
4738,4738,67,0.0001058878928817,302.22201015647033,0.0019794056933923,0.2068523245642721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.872111923514339,7.950090264457765]}",6.872111923514339,7.950090264457765,POINT (6.872111923514339 7.950090264457765),435,Kogi,,,,NG023011,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1494.05596025,v01,en,,,,Kogi,Kogi West,NG02303,8.12703178,6.8556095,0.0,Kogi,Kogi,River Basin Flooding,Niger-Benue Confluence,0,1,3,0
4739,4739,109,0.0001102703645152,302.13136579013576,0.0019445571005876,0.2060604812201888,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.961943451926292,7.950090264457765]}",6.961943451926292,7.950090264457765,POINT (6.961943451926292 7.950090264457765),435,Kogi,,,,NG023011,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1494.05596025,v01,en,,,,Kogi,Kogi West,NG02303,8.12703178,6.8556095,0.0,Kogi,Kogi,River Basin Flooding,Niger-Benue Confluence,0,1,3,0
4740,4740,94,0.0001117019165547,302.1797762054951,0.0018872195406477,0.2109574794261473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.0517749803382435,7.950090264457765]}",7.051774980338244,7.950090264457765,POINT (7.051774980338243 7.950090264457765),708,Toto,,,,NG026012,Nasarawa,,,,NG026,Nigeria,,,,NG,2019-04-17,,2983.10242009,v01,en,,,,Toto,Nassarawa West,NG02603,8.26164952,7.19715724,0.0,Nasarawa,Toto,River Basin Flooding,River Benue,0,0,2,0
4741,4741,66,0.0001117019165547,302.1797762054951,0.0018872195406477,0.2109574794261473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.141606508750196,7.950090264457765]}",7.141606508750196,7.950090264457765,POINT (7.141606508750195 7.950090264457765),93,Bassa,,,,NG023004,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1935.03604254,v01,en,,,,Bassa,Kogi East,NG02302,7.74679918,6.96106946,0.0,Kogi,Bassa,River Basin Flooding,Niger-Benue Confluence,1,1,5,1
4742,4742,50,4.659082684436382e-05,302.4737004207984,0.0018182389981954,0.1679193669941152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.231438037162148,7.950090264457765]}",7.231438037162148,7.950090264457765,POINT (7.231438037162147 7.950090264457765),93,Bassa,,,,NG023004,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1935.03604254,v01,en,,,,Bassa,Kogi East,NG02302,7.74679918,6.96106946,0.0,Kogi,Bassa,River Basin Flooding,Niger-Benue Confluence,1,1,5,1
4743,4743,93,3.304095817232502e-05,302.4474965880021,0.0017603140019721,0.1435800747078488,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.3212695655741,7.950090264457765]}",7.3212695655741,7.950090264457765,POINT (7.321269565574099 7.950090264457765),93,Bassa,,,,NG023004,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1935.03604254,v01,en,,,,Bassa,Kogi East,NG02302,7.74679918,6.96106946,0.0,Kogi,Bassa,River Basin Flooding,Niger-Benue Confluence,1,1,5,1
4744,4744,107,5.313989058959871e-05,302.4253009997532,0.0018721426974158,0.1698685058008752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.411101093986052,7.950090264457765]}",7.411101093986052,7.950090264457765,POINT (7.411101093986052 7.950090264457765),595,Omala,,,,NG023019,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1591.56203606,v01,en,,,,Omala,Kogi East,NG02302,7.77782794,7.56588636,0.0,Kogi,Omala,River Basin Flooding,Niger-Benue Confluence,0,1,3,0
4745,4745,113,0.0001067340591627,302.46067156458656,0.0019885239424431,0.2869796143553131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.500932622398004,7.950090264457765]}",7.500932622398004,7.950090264457765,POINT (7.500932622398003 7.950090264457765),595,Omala,,,,NG023019,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1591.56203606,v01,en,,,,Omala,Kogi East,NG02302,7.77782794,7.56588636,0.0,Kogi,Omala,River Basin Flooding,Niger-Benue Confluence,0,1,4,1
4746,4746,117,0.0001424936733252,302.42495999030785,0.0021013101752153,0.3043981746834343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.590764150809957,7.950090264457765]}",7.590764150809957,7.950090264457765,POINT (7.590764150809957 7.950090264457765),595,Omala,,,,NG023019,Kogi,,,,NG023,Nigeria,,,,NG,2019-04-17,,1591.56203606,v01,en,,,,Omala,Kogi East,NG02302,7.77782794,7.56588636,0.0,Kogi,Omala,River Basin Flooding,Niger-Benue Confluence,0,1,5,1
4747,4747,86,0.000153601686468,302.38063641398304,0.0021939567235128,0.2986955812455096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.680595679221908,7.950090264457765]}",7.680595679221908,7.950090264457765,POINT (7.680595679221907 7.950090264457765),20,Agatu,,,,NG007002,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,1047.66594818,v01,en,,,,Agatu,Benue South,NG00703,7.87597626,7.8951085,0.0,Benue,Agatu,River Basin Flooding,River Benue,1,1,5,1
4748,4748,62,0.0002254980583541,302.3839557310509,0.0022844608915351,0.2469813974955921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.770427207633861,7.950090264457765]}",7.770427207633861,7.950090264457765,POINT (7.770427207633861 7.950090264457765),20,Agatu,,,,NG007002,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,1047.66594818,v01,en,,,,Agatu,Benue South,NG00703,7.87597626,7.8951085,0.0,Benue,Agatu,River Basin Flooding,River Benue,1,1,5,1
4749,4749,61,0.000300708381159,302.2012618062124,0.0023081077081396,0.2479086457622047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860258736045813,7.950090264457765]}",7.860258736045813,7.950090264457765,POINT (7.860258736045813 7.950090264457765),20,Agatu,,,,NG007002,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,1047.66594818,v01,en,,,,Agatu,Benue South,NG00703,7.87597626,7.8951085,0.0,Benue,Agatu,River Basin Flooding,River Benue,1,1,7,1
4750,4750,60,0.0002908852514149,302.26466761138835,0.0024374278436251,0.2588863366999144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.950090264457765,7.950090264457765]}",7.950090264457765,7.950090264457765,POINT (7.950090264457764 7.950090264457765),20,Agatu,,,,NG007002,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,1047.66594818,v01,en,,,,Agatu,Benue South,NG00703,7.87597626,7.8951085,0.0,Benue,Agatu,River Basin Flooding,River Benue,1,1,7,1
4751,4751,81,0.0002908852514149,302.26466761138835,0.0024374278436251,0.2588863366999144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.039921792869718,7.950090264457765]}",8.039921792869718,7.950090264457765,POINT (8.039921792869716 7.950090264457765),519,Nasarawa,,,,NG026009,Nasarawa,,,,NG026,Nigeria,,,,NG,2019-04-17,,4854.19544427,v01,en,,,,Nasarawa,Nassarawa West,NG02603,8.32168285,7.74712818,0.0,Nasarawa,Nasarawa,River Basin Flooding,River Benue,0,0,4,1
4752,4752,129,0.000267130661533,301.92561489484245,0.0025967591285883,0.2891118278718152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.129753321281669,7.950090264457765]}",8.129753321281669,7.950090264457765,POINT (8.129753321281669 7.950090264457765),161,Doma,,,,NG026003,Nasarawa,,,,NG026,Nigeria,,,,NG,2019-04-17,,2487.99197199,v01,en,,,,Doma,Nassarawa South,NG02601,8.15641363,8.31503549,0.0,Nasarawa,Doma,River Basin Flooding,River Benue,1,0,4,1
4753,4753,117,0.0002598308234223,301.7914485342333,0.0026749404783734,0.3150433357966536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.219584849693621,7.950090264457765]}",8.219584849693621,7.950090264457765,POINT (8.219584849693621 7.950090264457765),161,Doma,,,,NG026003,Nasarawa,,,,NG026,Nigeria,,,,NG,2019-04-17,,2487.99197199,v01,en,,,,Doma,Nassarawa South,NG02601,8.15641363,8.31503549,0.0,Nasarawa,Doma,River Basin Flooding,River Benue,1,0,5,1
4754,4754,128,0.0002656804881428,301.82339344172624,0.0026551914409994,0.3401367774242576,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.309416378105574,7.950090264457765]}",8.309416378105574,7.950090264457765,POINT (8.309416378105574 7.950090264457765),161,Doma,,,,NG026003,Nasarawa,,,,NG026,Nigeria,,,,NG,2019-04-17,,2487.99197199,v01,en,,,,Doma,Nassarawa South,NG02601,8.15641363,8.31503549,0.0,Nasarawa,Doma,River Basin Flooding,River Benue,1,0,6,1
4755,4755,113,0.0002896091618096,301.9393729786337,0.0026284961569438,0.3503241504905397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.399247906517525,7.950090264457765]}",8.399247906517525,7.950090264457765,POINT (8.399247906517525 7.950090264457765),253,Guma,,,,NG007006,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,2862.65824885,v01,en,,,,Guma,Benue North West,NG00702,7.86829135,8.82865353,0.0,Benue,Guma,River Basin Flooding,River Benue,1,1,8,2
4756,4756,116,0.0002674107469145,301.9979005398935,0.0025842160268456,0.3505270519921097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.489079434929478,7.950090264457765]}",8.489079434929478,7.950090264457765,POINT (8.489079434929478 7.950090264457765),253,Guma,,,,NG007006,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,2862.65824885,v01,en,,,,Guma,Benue North West,NG00702,7.86829135,8.82865353,0.0,Benue,Guma,River Basin Flooding,River Benue,1,1,7,1
4757,4757,135,0.000222145912583,302.03793239666,0.0024833875508641,0.3502167684745702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.57891096334143,7.950090264457765]}",8.57891096334143,7.950090264457765,POINT (8.578910963341428 7.950090264457765),253,Guma,,,,NG007006,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,2862.65824885,v01,en,,,,Guma,Benue North West,NG00702,7.86829135,8.82865353,0.0,Benue,Guma,River Basin Flooding,River Benue,1,1,6,1
4758,4758,111,0.0002074472874824,302.10751013477886,0.002376845554135,0.3486875136221779,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.668742491753383,7.950090264457765]}",8.668742491753383,7.950090264457765,POINT (8.668742491753381 7.950090264457765),253,Guma,,,,NG007006,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,2862.65824885,v01,en,,,,Guma,Benue North West,NG00702,7.86829135,8.82865353,0.0,Benue,Guma,River Basin Flooding,River Benue,1,1,6,1
4759,4759,128,0.0001735334449954,302.1116914283414,0.002291724979781,0.345106889210243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.758574020165334,7.950090264457765]}",8.758574020165334,7.950090264457765,POINT (8.758574020165334 7.950090264457765),253,Guma,,,,NG007006,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,2862.65824885,v01,en,,,,Guma,Benue North West,NG00702,7.86829135,8.82865353,0.0,Benue,Guma,River Basin Flooding,River Benue,1,1,6,1
4760,4760,134,0.0001735334449954,302.1116914283414,0.002291724979781,0.345106889210243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.848405548577286,7.950090264457765]}",8.848405548577286,7.950090264457765,POINT (8.848405548577286 7.950090264457765),253,Guma,,,,NG007006,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,2862.65824885,v01,en,,,,Guma,Benue North West,NG00702,7.86829135,8.82865353,0.0,Benue,Guma,River Basin Flooding,River Benue,1,1,6,1
4761,4761,131,0.0001558488101406,302.0299183961454,0.0022149217119628,0.3434408171325986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.938237076989239,7.950090264457765]}",8.938237076989239,7.950090264457765,POINT (8.938237076989239 7.950090264457765),253,Guma,,,,NG007006,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,2862.65824885,v01,en,,,,Guma,Benue North West,NG00702,7.86829135,8.82865353,0.0,Benue,Guma,River Basin Flooding,River Benue,1,1,6,1
4762,4762,177,0.0001644585222101,302.01922624020165,0.0021620809667749,0.3315628593812764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.028068605401192,7.950090264457765]}",9.028068605401192,7.950090264457765,POINT (9.02806860540119 7.950090264457765),253,Guma,,,,NG007006,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,2862.65824885,v01,en,,,,Guma,Benue North West,NG00702,7.86829135,8.82865353,0.0,Benue,Guma,River Basin Flooding,River Benue,1,1,4,1
4763,4763,124,0.0001985999967669,302.15310177149365,0.0021749303992579,0.2647232082940915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.117900133813142,7.950090264457765]}",9.117900133813142,7.950090264457765,POINT (9.117900133813142 7.950090264457765),253,Guma,,,,NG007006,Benue,,,,NG007,Nigeria,,,,NG,2019-04-17,,2862.65824885,v01,en,,,,Guma,Benue North West,NG00702,7.86829135,8.82865353,0.0,Benue,Guma,River Basin Flooding,River Benue,1,1,5,1
4764,4764,105,0.0002045627668098,302.28607706905336,0.0021938674219624,0.2654241538385116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.207731662225095,7.950090264457765]}",9.207731662225097,7.950090264457765,POINT (9.207731662225093 7.950090264457765),75,Awe,,,,NG026002,Nasarawa,,,,NG026,Nigeria,,,,NG,2019-04-17,,2641.14157117,v01,en,,,,Awe,Nassarawa South,NG02601,8.21345859,9.16527979,0.0,Nasarawa,Awe,River Basin Flooding,River Benue,1,0,3,0
4765,4765,94,0.0002536154171474,302.11220686108874,0.0022015383778793,0.2390054415191085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.297563190637048,7.950090264457765]}",9.297563190637048,7.950090264457765,POINT (9.297563190637048 7.950090264457765),750,Wukari,,,,NG035014,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,3936.07124121,v01,en,,,,Wukari,Taraba South,NG03503,7.98914762,9.76843646,0.0,Taraba,Wukari,River Basin Flooding,River Benue,0,0,2,0
4766,4766,115,0.0001727705341068,302.28295252962613,0.0021651029746333,0.2685316051864447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.387394719048999,7.950090264457765]}",9.387394719049,7.950090264457765,POINT (9.387394719048997 7.950090264457765),750,Wukari,,,,NG035014,Taraba,,,,NG035,Nigeria,,,,NG,2019-04-17,,3936.07124121,v01,en,,,,Wukari,Taraba South,NG03503,7.98914762,9.76843646,0.0,Taraba,Wukari,River Basin Flooding,River Benue,0,0,1,0
