Unnamed: 0,system:index,elevation,surface_runoff_sum,temperature_2m,total_precipitation_sum,volumetric_soil_water_layer_1,.geo,longitude,latitude,geometry,index_right,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm2_ref_n,sendist_en,sendistpco,center_lat,center_lon,distance,state_name,lga,region_type,flood_influence,historical_flood_lga,high_risk_state,hybrid_score,flood_label
4670,4670,1086,0.0003488956147652,298.4903191804847,0.0042152404781471,0.3852417219107714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.80099279870318,7.860258736045813]}",12.80099279870318,7.860258736045813,POINT (12.800992798703179 7.860258736045813),709,Toungo,,,,NG002019,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,5577.64967242,v01,en,,,,Toungo,Adamawa South,NG00203,7.90223263,11.87424111,66182.60970771482,Adamawa,Toungo,River Basin Flooding,River Benue,0,0,5,1
4671,4671,1040,0.0003899880525511,299.1799546030943,0.0033157777763527,0.3552016146955976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.890824327115133,7.860258736045813]}",12.890824327115132,7.860258736045813,POINT (12.890824327115133 7.860258736045813),709,Toungo,,,,NG002019,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,5577.64967242,v01,en,,,,Toungo,Adamawa South,NG00203,7.90223263,11.87424111,75975.28558813833,Adamawa,Toungo,River Basin Flooding,River Benue,0,0,4,1
4672,4672,623,0.0001628021333436,300.4844626654934,0.0026458590566174,0.3165379049352508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.980655855527084,7.860258736045813]}",12.980655855527084,7.860258736045813,POINT (12.980655855527084 7.860258736045813),709,Toungo,,,,NG002019,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,5577.64967242,v01,en,,,,Toungo,Adamawa South,NG00203,7.90223263,11.87424111,85815.79232678901,Adamawa,Toungo,River Basin Flooding,River Benue,0,0,2,0
4673,4673,495,0.000165516038781,300.6575465943014,0.0026926094469458,0.2541783128393383,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.070487383939037,7.860258736045813]}",13.070487383939035,7.860258736045813,POINT (13.070487383939035 7.860258736045813),709,Toungo,,,,NG002019,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,5577.64967242,v01,en,,,,Toungo,Adamawa South,NG00203,7.90223263,11.87424111,95689.37456766042,Adamawa,Toungo,River Basin Flooding,River Benue,0,0,2,0
4674,4674,496,0.0002500795436634,300.1487332403106,0.003145163891182,0.2622875182864042,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.16031891235099,7.860258736045813]}",13.16031891235099,7.860258736045813,POINT (13.16031891235099 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,103158.94620690412,Adamawa,Jada,River Basin Flooding,River Benue,0,0,3,0
4675,4675,541,0.0001844548705722,299.840886212222,0.0029438065130885,0.3572471574545083,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.250150440762942,7.860258736045813]}",13.250150440762942,7.860258736045813,POINT (13.25015044076294 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,108709.22831208791,Adamawa,Jada,River Basin Flooding,River Benue,0,0,3,0
4676,4676,561,0.0001844548705722,299.840886212222,0.0029438065130885,0.3572471574545083,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.339981969174893,7.860258736045813]}",13.339981969174891,7.860258736045813,POINT (13.339981969174893 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,114863.50359405015,Adamawa,Jada,River Basin Flooding,River Benue,0,0,3,0
4677,4677,855,0.0001558393838469,299.31954257186857,0.0027265323688714,0.3489084433841866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.429813497586846,7.860258736045813]}",13.429813497586846,7.860258736045813,POINT (13.429813497586844 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,121530.04811811396,Adamawa,Jada,River Basin Flooding,River Benue,0,0,3,0
4678,4678,719,0.0002022296843165,299.0175052215096,0.0028394891182632,0.2662169835020839,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.519645025998798,7.860258736045813]}",13.519645025998798,7.860258736045813,POINT (13.519645025998798 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,128629.23747454082,Adamawa,Jada,River Basin Flooding,River Benue,0,0,2,0
4679,4679,574,0.0002128898226904,299.4266658546749,0.0028932414288951,0.2530719284668156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.609476554410751,7.860258736045813]}",13.609476554410753,7.860258736045813,POINT (13.60947655441075 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,136093.38290663707,Adamawa,Jada,River Basin Flooding,River Benue,0,0,3,0
4680,4680,513,0.0002385387065365,300.1442481545432,0.0029619616805025,0.2542379449786029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.699308082822702,7.860258736045813]}",13.699308082822702,7.860258736045813,POINT (13.6993080828227 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,143035.1978146911,Adamawa,Jada,River Basin Flooding,River Benue,0,0,3,0
4681,4681,561,0.0002526450325832,300.1883911789779,0.003219473207216,0.3272917248534227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.789139611234654,7.860258736045813]}",13.789139611234654,7.860258736045813,POINT (13.789139611234654 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,150276.0612311563,Adamawa,Jada,River Basin Flooding,River Benue,0,0,3,0
4682,4682,643,0.0003403618469297,299.10544944379063,0.0038721225080903,0.3603721402758934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.878971139646607,7.860258736045813]}",13.878971139646607,7.860258736045813,POINT (13.878971139646605 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,157818.634338321,Adamawa,Jada,River Basin Flooding,River Benue,0,0,4,1
4683,4683,857,0.0006750895110835,297.7180449977485,0.0044827516157693,0.3648194795182244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.968802668058558,7.860258736045813]}",13.968802668058558,7.860258736045813,POINT (13.968802668058558 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,165621.7018076891,Adamawa,Jada,River Basin Flooding,River Benue,0,0,6,1
4684,4684,1219,0.000800869451,297.20607426996105,0.0044427163783042,0.3652830508388958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.05863419647051,7.860258736045813]}",14.05863419647051,7.860258736045813,POINT (14.05863419647051 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,173592.63440203737,Adamawa,Jada,River Basin Flooding,River Benue,0,0,6,1
4685,4685,1247,0.000800869451,297.20607426996105,0.0044427163783042,0.3652830508388958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.148465724882463,7.860258736045813]}",14.148465724882463,7.860258736045813,POINT (14.148465724882463 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,181750.67937620496,Adamawa,Jada,River Basin Flooding,River Benue,0,0,6,1
4686,4686,1221,0.000697385021564,297.4386778482836,0.0039370590855479,0.3596810637299514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.238297253294416,7.860258736045813]}",14.238297253294416,7.860258736045813,POINT (14.238297253294414 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,190084.7605379892,Adamawa,Jada,River Basin Flooding,River Benue,0,0,5,1
4687,4687,1191,0.0003730837257416,297.3473744916892,0.0037733380688008,0.3562803916983396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.328128781706367,7.860258736045813]}",14.328128781706368,7.860258736045813,POINT (14.328128781706365 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,198572.71444953672,Adamawa,Jada,River Basin Flooding,River Benue,0,0,4,1
4688,4688,960,0.0003602163078087,297.53311113003247,0.0037072363613201,0.3547638014319386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.41796031011832,7.860258736045813]}",14.41796031011832,7.860258736045813,POINT (14.417960310118318 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,207195.63137028247,Adamawa,Jada,River Basin Flooding,River Benue,0,0,4,1
4689,4689,749,0.0004016999673865,298.2534597626964,0.0036707230653314,0.2739879605832858,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.507791838530272,7.860258736045813]}",14.507791838530272,7.860258736045813,POINT (14.507791838530272 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,215937.3436763605,Adamawa,Jada,River Basin Flooding,River Benue,0,0,3,0
4690,4690,741,0.0003659429886416,299.35660637246644,0.0034578528739516,0.2576194759121079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.597623366942225,7.860258736045813]}",14.597623366942225,7.860258736045813,POINT (14.597623366942223 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,224783.992154858,Adamawa,Jada,River Basin Flooding,River Benue,0,0,3,0
4691,4691,657,0.0003622798703947,299.8275547895221,0.0035486324856199,0.2593585028416958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.687454895354175,7.860258736045813]}",14.687454895354175,7.860258736045813,POINT (14.687454895354172 7.860258736045813),380,Jada,,,,NG002008,Adamawa,,,,NG002,Nigeria,,,,NG,2019-04-17,,2603.03560697,v01,en,,,,Jada,Adamawa South,NG00203,8.70004456,12.3273812,233723.6613271061,Adamawa,Jada,River Basin Flooding,River Benue,0,0,3,0
4692,4692,160,0.0003367475264151,300.8711770326236,0.002613266054827,0.2978943674310095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.7398616165645406,7.950090264457765]}",2.7398616165645406,7.950090264457765,POINT (2.739861616564541 7.950090264457765),376,Iwajowa,,,,NG031018,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,2387.44768702,v01,en,,,,Iwajowa,Oyo North,NG03102,7.98612283,2.98693161,0.0,Oyo,Iwajowa,Urban Flooding,Urban Drainage,0,0,4,1
4693,4693,234,0.000374570692962,300.6874668766114,0.0026308876946998,0.3032557117364077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.829693144976493,7.950090264457765]}",2.829693144976493,7.950090264457765,POINT (2.8296931449764924 7.950090264457765),376,Iwajowa,,,,NG031018,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,2387.44768702,v01,en,,,,Iwajowa,Oyo North,NG03102,7.98612283,2.98693161,0.0,Oyo,Iwajowa,Urban Flooding,Urban Drainage,0,0,5,1
4694,4694,217,0.0002765654293384,300.60148224220484,0.0026157779750584,0.3005525248608925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.9195246733884446,7.950090264457765]}",2.919524673388445,7.950090264457765,POINT (2.9195246733884446 7.950090264457765),376,Iwajowa,,,,NG031018,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,2387.44768702,v01,en,,,,Iwajowa,Oyo North,NG03102,7.98612283,2.98693161,0.0,Oyo,Iwajowa,Urban Flooding,Urban Drainage,0,0,3,0
4695,4695,203,0.0002495556566498,300.6962196133046,0.0025822768627714,0.2991741116000114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.0093562018003968,7.950090264457765]}",3.0093562018003968,7.950090264457765,POINT (3.0093562018003968 7.950090264457765),376,Iwajowa,,,,NG031018,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,2387.44768702,v01,en,,,,Iwajowa,Oyo North,NG03102,7.98612283,2.98693161,0.0,Oyo,Iwajowa,Urban Flooding,Urban Drainage,0,0,2,0
4696,4696,214,0.0002339255525498,300.68676034337403,0.0025563739892788,0.2870174238494266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.099187730212349,7.950090264457765]}",3.099187730212349,7.950090264457765,POINT (3.099187730212349 7.950090264457765),376,Iwajowa,,,,NG031018,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,2387.44768702,v01,en,,,,Iwajowa,Oyo North,NG03102,7.98612283,2.98693161,0.0,Oyo,Iwajowa,Urban Flooding,Urban Drainage,0,0,1,0
4697,4697,228,0.0002698101127109,300.42533015697023,0.0025612949192348,0.3046273426361757,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.189019258624301,7.950090264457765]}",3.189019258624301,7.950090264457765,POINT (3.189019258624301 7.950090264457765),376,Iwajowa,,,,NG031018,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,2387.44768702,v01,en,,,,Iwajowa,Oyo North,NG03102,7.98612283,2.98693161,0.0,Oyo,Iwajowa,Urban Flooding,Urban Drainage,0,0,4,1
4698,4698,264,0.000313453362691,300.3096863180647,0.0025721053512238,0.3015211959344397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.2788507870362533,7.950090264457765]}",3.2788507870362533,7.950090264457765,POINT (3.2788507870362533 7.950090264457765),403,Kajola,,,,NG031019,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,604.27382695,v01,en,,,,Kajola,Oyo North,NG03102,8.02853251,3.35859431,0.0,Oyo,Kajola,Urban Flooding,Urban Drainage,0,0,5,1
4699,4699,308,0.0002829627984465,300.15475641572954,0.0025581349175103,0.2971301030191355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.3686823154482055,7.950090264457765]}",3.368682315448205,7.950090264457765,POINT (3.368682315448205 7.950090264457765),403,Kajola,,,,NG031019,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,604.27382695,v01,en,,,,Kajola,Oyo North,NG03102,8.02853251,3.35859431,0.0,Oyo,Kajola,Urban Flooding,Urban Drainage,0,0,3,0
4700,4700,277,0.0002067261964205,299.9904214721755,0.0025171069029327,0.2858592108397576,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.4585138438601577,7.950090264457765]}",3.4585138438601577,7.950090264457765,POINT (3.4585138438601573 7.950090264457765),360,Iseyin,,,,NG031016,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,1812.98248557,v01,en,,,,Iseyin,Oyo North,NG03102,8.00415325,3.59815763,0.0,Oyo,Iseyin,Urban Flooding,Urban Drainage,0,0,0,0
4701,4701,324,0.0002067261964205,299.9904214721755,0.0025171069029327,0.2858592108397576,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.54834537227211,7.950090264457765]}",3.54834537227211,7.950090264457765,POINT (3.5483453722721094 7.950090264457765),360,Iseyin,,,,NG031016,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,1812.98248557,v01,en,,,,Iseyin,Oyo North,NG03102,8.00415325,3.59815763,0.0,Oyo,Iseyin,Urban Flooding,Urban Drainage,0,0,0,0
4702,4702,282,0.0002524291697782,299.9916578124832,0.0024580676011399,0.2964021745708163,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.638176900684062,7.950090264457765]}",3.638176900684062,7.950090264457765,POINT (3.6381769006840625 7.950090264457765),360,Iseyin,,,,NG031016,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,1812.98248557,v01,en,,,,Iseyin,Oyo North,NG03102,8.00415325,3.59815763,0.0,Oyo,Iseyin,Urban Flooding,Urban Drainage,0,0,1,0
4703,4703,235,0.0002721444772074,300.17286486780205,0.0024244894292422,0.3062683861676048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.7280084290960143,7.950090264457765]}",3.7280084290960143,7.950090264457765,POINT (3.7280084290960147 7.950090264457765),638,Oyo West,,,,NG031030,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,595.66507979,v01,en,,,,Oyo West,Oyo Central,NG03101,7.87760815,3.8247789,0.0,Oyo,Oyo West,Urban Flooding,Urban Drainage,0,0,3,0
4704,4704,262,0.000272187300193,300.1932191313368,0.0024235103835056,0.305314458524656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.8178399575079665,7.950090264457765]}",3.8178399575079673,7.950090264457765,POINT (3.817839957507967 7.950090264457765),638,Oyo West,,,,NG031030,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,595.66507979,v01,en,,,,Oyo West,Oyo Central,NG03101,7.87760815,3.8247789,0.0,Oyo,Oyo West,Urban Flooding,Urban Drainage,0,0,3,0
4705,4705,288,0.0002713503799771,300.1757192293952,0.0024173684526734,0.2770136591326453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.907671485919918,7.950090264457765]}",3.907671485919918,7.950090264457765,POINT (3.907671485919918 7.950090264457765),71,Atiba,,,,NG031003,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,1810.22447767,v01,en,,,,Atiba,Oyo Central,NG03101,8.22743172,3.86733246,0.0,Oyo,Atiba,Urban Flooding,Urban Drainage,0,0,1,0
4706,4706,312,0.0002442601879455,300.14698767012743,0.0024374586185015,0.2630824180892045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9975030143318704,7.950090264457765]}",3.9975030143318704,7.950090264457765,POINT (3.9975030143318704 7.950090264457765),71,Atiba,,,,NG031003,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,1810.22447767,v01,en,,,,Atiba,Oyo Central,NG03101,8.22743172,3.86733246,0.0,Oyo,Atiba,Urban Flooding,Urban Drainage,0,0,0,0
4707,4707,296,0.0001603568194664,300.10909818170194,0.0024765515122457,0.2502486706142753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.087334542743823,7.950090264457765]}",4.087334542743823,7.950090264457765,POINT (4.087334542743822 7.950090264457765),608,Ori Ire,,,,NG031028,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,2033.69173352,v01,en,,,,Ori Ire,Oyo North,NG03102,8.31221083,4.18855172,0.0,Oyo,Ori Ire,Urban Flooding,Urban Drainage,0,0,0,0
4708,4708,295,0.0001695037282585,299.9864239990844,0.0025144576961472,0.2596071287683564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.177166071155775,7.950090264457765]}",4.177166071155775,7.950090264457765,POINT (4.177166071155775 7.950090264457765),567,Ogo Oluwa,,,,NG031023,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,375.03068311,v01,en,,,,Ogo Oluwa,Oyo Central,NG03101,7.97521067,4.19382543,0.0,Oyo,Ogo Oluwa,Urban Flooding,Urban Drainage,0,0,0,0
4709,4709,383,0.0002327187285201,299.7060917271484,0.0025376079456672,0.2695501383519257,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.266997599567727,7.950090264457765]}",4.266997599567727,7.950090264457765,POINT (4.266997599567727 7.950090264457765),181,Ejigbo,,,,NG030010,Osun,,,,NG030,Nigeria,,,,NG,2019-04-17,,363.36050185,v01,en,,,,Ejigbo,Osun West,NG03003,7.81092931,4.30989238,0.0,Osun,Ejigbo,Urban Flooding,Urban Flooding,0,0,0,0
4710,4710,384,0.0002388456595754,299.4407935108423,0.0025556510007162,0.3675084473171606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.356829127979679,7.950090264457765]}",4.356829127979679,7.950090264457765,POINT (4.356829127979678 7.950090264457765),693,Surulere,,,,NG031033,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,1036.63000884,v01,en,,,,Surulere,Oyo Central,NG03101,8.08843233,4.39842143,0.0,Oyo,Surulere,Urban Flooding,Urban Drainage,0,0,3,0
4711,4711,406,0.0002388456595754,299.4407935108423,0.0025556510007162,0.3675084473171606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.446660656391631,7.950090264457765]}",4.446660656391631,7.950090264457765,POINT (4.446660656391631 7.950090264457765),693,Surulere,,,,NG031033,Oyo,,,,NG031,Nigeria,,,,NG,2019-04-17,,1036.63000884,v01,en,,,,Surulere,Oyo Central,NG03101,8.08843233,4.39842143,0.0,Oyo,Surulere,Urban Flooding,Urban Drainage,0,0,3,0
4712,4712,359,0.0002646599830366,299.4388162800665,0.0026189583800159,0.3553536703973604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.536492184803583,7.950090264457765]}",4.536492184803583,7.950090264457765,POINT (4.536492184803583 7.950090264457765),592,Olorunda,,,,NG030027,Osun,,,,NG030,Nigeria,,,,NG,2019-04-17,,108.49228697,v01,en,,,,Olorunda,Osun Central,NG03001,7.8748881,4.57233066,0.0,Osun,Olorunda,Urban Flooding,Urban Flooding,0,0,1,0
4713,4713,376,0.0003655925019045,299.30072015796844,0.0028294267266065,0.3051118875373246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.626323713215536,7.950090264457765]}",4.626323713215536,7.950090264457765,POINT (4.626323713215535 7.950090264457765),304,Ifelodun,,,,NG030016,Osun,,,,NG030,Nigeria,,,,NG,2019-04-17,,118.9752915,v01,en,,,,Ifelodun,Osun Central,NG03001,7.90885343,4.63823309,0.0,Osun,Ifelodun,Urban Flooding,Urban Flooding,0,0,1,0
4714,4714,429,0.0004344781863259,299.01407729844914,0.0031309692191363,0.3061484359051741,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.7161552416274874,7.950090264457765]}",4.716155241627488,7.950090264457765,POINT (4.7161552416274874 7.950090264457765),123,Boripe,,,,NG030006,Osun,,,,NG030,Nigeria,,,,NG,2019-04-17,,144.25426325,v01,en,,,,Boripe,Osun Central,NG03001,7.86220208,4.67029729,0.0,Osun,Boripe,Urban Flooding,Urban Flooding,0,0,2,0
4715,4715,519,0.0005102921727856,298.79689012530616,0.0033314517065972,0.3017151990873381,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.80598677003944,7.950090264457765]}",4.80598677003944,7.950090264457765,POINT (4.805986770039439 7.950090264457765),119,Boluwaduro,,,,NG030005,Osun,,,,NG030,Nigeria,,,,NG,2019-04-17,,148.93490314,v01,en,,,,Boluwaduro,Osun Central,NG03001,7.94626505,4.81057622,0.0,Osun,Boluwaduro,Urban Flooding,Urban Flooding,0,0,2,0
4716,4716,468,0.0001705979060386,298.9133396319885,0.0032817892580328,0.2289823331590587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.895818298451392,7.950090264457765]}",4.895818298451392,7.950090264457765,POINT (4.895818298451392 7.950090264457765),338,Ila,,,,NG030017,Osun,,,,NG030,Nigeria,,,,NG,2019-04-17,,279.24439012,v01,en,,,,Ila,Osun Central,NG03001,7.96998538,4.89513151,0.0,Osun,Ila,Urban Flooding,Urban Flooding,0,0,0,0
4717,4717,539,3.412450926862096e-05,298.8881018502368,0.003202642556481,0.1904126014517951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.9856498268633445,7.950090264457765]}",4.9856498268633445,7.950090264457765,POINT (4.9856498268633445 7.950090264457765),301,Ifedayo,,,,NG030015,Osun,,,,NG030,Nigeria,,,,NG,2019-04-17,,138.29608282,v01,en,,,,Ifedayo,Osun Central,NG03001,7.96188866,4.98480672,0.0,Osun,Ifedayo,Urban Flooding,Urban Flooding,0,0,0,0
4718,4718,562,0.0001233739124645,298.75608658656347,0.0031035083581697,0.2515757119802513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.075481355275296,7.950090264457765]}",5.075481355275296,7.950090264457765,POINT (5.075481355275296 7.950090264457765),505,Moba,,,,NG013015,Ekiti,,,,NG013,Nigeria,,,,NG,2019-04-17,,197.17359814,v01,en,,,,Moba,Ekiti North,NG01303,7.99314519,5.13119435,0.0,Ekiti,Moba,Urban Flooding,Runoff Flooding,0,0,0,0
4719,4719,547,0.0002477538233367,298.9840088900452,0.002886421352406,0.3479697832356809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.165312883687249,7.950090264457765]}",5.165312883687249,7.950090264457765,POINT (5.165312883687249 7.950090264457765),505,Moba,,,,NG013015,Ekiti,,,,NG013,Nigeria,,,,NG,2019-04-17,,197.17359814,v01,en,,,,Moba,Ekiti North,NG01303,7.99314519,5.13119435,0.0,Ekiti,Moba,Urban Flooding,Runoff Flooding,0,0,2,0
4720,4720,536,0.0002303554152365,299.3420386466005,0.0026479976894989,0.2859805670209655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.255144412099201,7.950090264457765]}",5.255144412099201,7.950090264457765,POINT (5.2551444120992 7.950090264457765),341,Ilejemeji,,,,NG013012,Ekiti,,,,NG013,Nigeria,,,,NG,2019-04-17,,94.67162514,v01,en,,,,Ilejemeji,Ekiti North,NG01303,7.96025445,5.23069822,0.0,Ekiti,Ilejemeji,Urban Flooding,Runoff Flooding,0,0,0,0
4721,4721,440,0.0002303554152365,299.3420386466005,0.0026479976894989,0.2859805670209655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.344975940511152,7.950090264457765]}",5.344975940511152,7.950090264457765,POINT (5.344975940511151 7.950090264457765),634,Oye,,,,NG013016,Ekiti,,,,NG013,Nigeria,,,,NG,2019-04-17,,505.80857539,v01,en,,,,Oye,Ekiti North,NG01303,7.88053589,5.33753442,0.0,Ekiti,Oye,Urban Flooding,Runoff Flooding,0,0,0,0
4722,4722,465,0.0002806181439195,299.6223493013385,0.0025670224638046,0.2827875809674574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[5.434807468923105,7.950090264457765]}",5.434807468923105,7.950090264457765,POINT (5.434807468923104 7.950090264457765),634,Oye,,,,NG013016,Ekiti,,,,NG013,Nigeria,,,,NG,2019-04-17,,505.80857539,v01,en,,,,Oye,Ekiti North,NG01303,7.88053589,5.33753442,0.0,Ekiti,Oye,Urban Flooding,Runoff Flooding,0,0,0,0
